UserId,FirstName,LastName,MobileNumber,CollegeCode,Course,SubCourse,IsActive,IsFinalYearStudent,RoleType,CurrentSemester,AcademicYear
,FND,fyfnd45,45,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd46,46,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd47,47,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd48,48,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd49,49,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd50,50,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd51,51,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd52,52,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd53,53,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd54,54,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd55,55,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd56,56,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd57,57,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd58,58,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd59,59,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd60,60,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd61,61,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd62,62,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd63,63,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd64,64,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd65,65,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd66,66,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd67,67,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd68,68,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd69,69,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd70,70,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd71,71,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd72,72,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd73,73,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd74,74,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd75,75,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd76,76,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd77,77,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd78,78,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd79,79,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd80,80,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd81,81,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd82,82,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd83,83,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd84,84,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd85,85,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd86,86,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd87,87,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd88,88,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd89,89,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd90,90,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd91,91,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd92,92,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd93,93,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd94,94,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd95,95,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd96,96,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd97,97,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd98,98,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd99,99,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
,FND,fyfnd100,100,102,F.Y. FND,NA,TRUE,FALSE,Student,even,2018
